"id","categoryId","name","price","description","image","gallery"
258,1,"maleta para gato o perro",200000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/maletaAA2.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/maletaAA2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/maletaAA2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/maletaAA2.jpg""]"
259,1,"maleta para gato o perro",210000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt1.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt1.jpg""]"
260,1,"maleta para gato o perro",210000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt2.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt2.jpg""]"
261,1,"maleta para gato o perro",210000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt3.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt5.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt3.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malt4.jpg""]"
262,1,"maleta para gato o perro",250000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male1.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male1.jpg""]"
263,1,"maleta para gato o perro",250000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male2.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male2.jpg""]"
264,1,"maleta para gato o perro",250000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male3.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male3.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male11.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male3.jpg""]"
265,1,"maleta para gato o perro",250000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male4.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male4.1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male4.2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male4.3.jpg""]"
266,1,"maleta para gato o perro",250000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male5.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male5.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male5.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male5.jpg""]"
267,1,"maleta para gato o perro",250000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male7.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male7.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male7.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male7.jpg""]"
268,1,"maleta para gato o perro",250000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male10.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male10.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male10.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/male10.jpg""]"
269,1,"maleta para gato o perro",325000,"maleta para gato o perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malet.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malet.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malett.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/malet.jpg""]"
306,1,"Shampoo para perro",80000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog1.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog2.jpg""]"
307,1,"Shampoo para perro",80000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog3.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog3.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog8.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog3.jpg""]"
308,1,"Shampoo para perro",80000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog4.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog4.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog4.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog4.jpg""]"
309,1,"Shampoo para perro",80000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog5.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog6.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog5.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog6.jpg""]"
310,1,"Shampoo para perro",80000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog7.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog7.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog8.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shampoodog8.jpg""]"
311,1,"Shampoo para perro",35000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp1.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp1.jpg""]"
312,1,"Shampoo para perro",35000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp2.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp2.jpg""]"
